filepath,species,image_name,height,width,R_mean,G_mean,B_mean,luminosity,sharpness_score,image_size,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\73.png,Black-grass,73.png,1074,1074,80.0215357753434,67.28702634471806,44.728665355846154,64.01240915863586,380.5045887888629,1153476,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\193.png,Black-grass,193.png,720,720,87.21865162037037,68.98915316358024,50.752366898148146,68.98672389403292,151.597610659017,518400,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\23.png,Black-grass,23.png,217,217,82.69149907621737,68.82014907940284,55.285416976363905,68.9323550439947,18.729488782594586,47089,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\99.png,Black-grass,99.png,93,93,86.14649092380623,71.17019308590588,53.67163833969245,70.32944078313484,3.338249527636432,8649,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\221.png,Black-grass,221.png,1184,1184,109.34235185354274,105.60913603109022,100.34570954506026,105.09906580989775,366.73900251050276,1401856,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\297.png,Black-grass,297.png,603,603,77.6235241701938,72.45349812573396,70.70543083367023,73.59415104319932,84.60379599098913,363609,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\197.png,Black-grass,197.png,940,940,91.75093254866455,73.91694545043006,56.43863286555002,74.03550362154822,292.810166003272,883600,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\325.png,Black-grass,325.png,780,780,77.38836949375411,69.19188527284682,63.49938856015779,70.02654777558625,185.43808545314428,608400,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\90.png,Black-grass,90.png,88,88,85.23592458677686,71.49070247933884,53.97959710743802,70.23540805785125,2.8067605452828372,7744,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\200.png,Black-grass,200.png,641,641,95.22232714581594,79.46246966883355,64.40347935290266,79.69609205585071,150.05418973410525,410881,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\266.png,Black-grass,266.png,297,297,96.28556043034158,90.52401682368013,85.2238547087032,90.67781065424163,37.20669620990838,88209,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\277.png,Black-grass,277.png,1328,1328,88.15182945637973,75.57978525547975,64.97823693115836,76.23661721433929,586.3328842247471,1763584,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\68.png,Black-grass,68.png,2266,2267,93.67123967933172,82.46249441797212,67.02785212911294,81.05386207547225,1737.8167252973765,5137022,not square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\92.png,Black-grass,92.png,110,110,98.64206611570248,89.63107438016529,81.86933884297521,90.04749311294766,5.588652090804529,12100,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\9.png,Black-grass,9.png,421,421,100.37571442273514,95.38192066169792,91.61880716087136,95.79214741510147,64.28559352430663,177241,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\307.png,Black-grass,307.png,900,900,87.17507037037036,74.41872469135802,62.143697530864195,74.57916419753086,281.72938397913987,810000,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\206.png,Black-grass,206.png,733,733,104.35448148017176,100.56490827096776,97.71500440172794,100.87813138428915,146.39845594888544,537289,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\54.png,Black-grass,54.png,253,253,85.25049602399663,67.68340389632708,48.14601071724289,67.02663687918887,21.240591265946506,64009,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\192.png,Black-grass,192.png,836,836,93.28926907579955,86.07965133582107,80.45735417000526,86.60875819387529,224.52599121174725,698896,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\127.png,Black-grass,127.png,1135,1135,83.84155407634536,69.96371829455258,58.5761252886724,70.79379921985678,423.7216319340134,1288225,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\47.png,Black-grass,47.png,297,297,87.8460361187634,69.82697910644039,50.21947873799726,69.29749798773368,27.95789328388128,88209,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\69.png,Black-grass,69.png,271,271,88.09475633501722,70.20589316594273,50.390435860078156,69.56369512034603,27.172003217840235,73441,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\35.png,Black-grass,35.png,188,188,88.26683454051607,86.1063829787234,85.22889316432774,86.5340368945224,13.87655443379755,35344,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\189.png,Black-grass,189.png,352,352,85.72761977014463,75.19434400826447,67.07062725981405,75.99753034607438,46.614909531125015,123904,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\29.png,Black-grass,29.png,237,237,84.65662554077872,65.23694564617493,47.237408534957005,65.71032657397022,17.376736853120757,56169,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\311.png,Black-grass,311.png,1328,1328,85.62143680142256,73.68487466431993,62.536740523842354,73.94768399652828,558.3849230887649,1763584,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\314.png,Black-grass,314.png,603,603,89.0128517170917,81.85497333674358,74.35900926544723,81.74227810642752,90.35050643394977,363609,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\240.png,Black-grass,240.png,874,874,75.99244118155303,67.74283784279123,61.93833423225759,68.55787108553396,221.79294873000342,763876,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\72.png,Black-grass,72.png,740,740,89.76075785244704,72.10399379108839,52.564293279766254,71.47634830776722,200.21036874646225,547600,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\118.png,Black-grass,118.png,292,292,86.83363435916682,69.45462328767124,50.522776318258586,68.93701132169889,23.93404690374886,85264,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\327.png,Black-grass,327.png,372,372,76.79830760781593,66.39290669441554,42.38489276216904,61.858702354800165,37.167597200863305,138384,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\246.png,Black-grass,246.png,292,292,83.49391302308125,76.76989116156878,67.99164946519046,76.0851512166135,36.2009654993236,85264,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\95.png,Black-grass,95.png,603,603,97.43382314519168,86.9569482603566,76.90923767013467,87.10000302522765,137.84274825542659,363609,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\62.png,Black-grass,62.png,906,906,109.78198568288916,103.59535278667116,100.85950421277819,104.74561422744615,196.50563450088492,820836,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\105.png,Black-grass,105.png,961,961,106.27420816635464,95.09648724825965,86.23309594475924,95.86793045312452,392.0941979731705,923521,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\91.png,Black-grass,91.png,289,289,97.28799942529423,80.59738269417272,62.5255444738449,80.13697553110394,35.380157471688904,83521,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\287.png,Black-grass,287.png,471,471,88.8859859088266,84.30389332900592,83.21557331602364,85.46848418461872,66.74287375088369,221841,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\58.png,Black-grass,58.png,740,740,94.05045836376918,79.866050036523,68.34730277574872,80.75460372534697,192.42164254843235,547600,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\298.png,Black-grass,298.png,470,470,65.3590357627886,60.558420099592574,58.396536894522406,61.43799758563452,43.3522784899301,220900,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\117.png,Black-grass,117.png,1088,1088,92.62286102400519,78.87990900059472,66.93620749080883,79.47965917180291,446.21637560367935,1183744,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\283.png,Black-grass,283.png,297,297,87.74911857066739,84.4666303891893,83.6059812490789,85.2739100696452,29.98893948503909,88209,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\295.png,Black-grass,295.png,531,531,74.98589521245846,66.58516248701062,60.021765421458994,67.19760770697603,83.10701588652023,281961,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\119.png,Black-grass,119.png,471,471,87.05079313562416,81.91628238242706,80.84995109109677,83.27234220304933,78.27568769282237,221841,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\310.png,Black-grass,310.png,372,372,77.69109145565962,64.9176422129726,42.324278818360504,61.644337495664246,41.08050200071262,138384,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\144.png,Black-grass,144.png,800,800,87.401575,75.198865625,63.8662125,75.488884375,224.59244573629104,640000,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\112.png,Black-grass,112.png,751,751,87.97475181781593,75.39197270926825,66.59148831296399,76.65273761334937,190.93895430755907,564001,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\74.png,Black-grass,74.png,351,351,84.71810293747616,68.07081923036338,48.021249827517636,66.9367239984524,43.100249524513735,123201,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\18.png,Black-grass,18.png,195,195,88.92696909927679,71.41825115055885,53.61162393162393,71.31894806048652,13.958641690372978,38025,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\19.png,Black-grass,19.png,94,94,84.97272521502943,67.39542779538253,48.06337709370756,66.81051003470651,3.400757601266839,8836,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\286.png,Black-grass,286.png,2511,2512,85.12423330974286,73.74831854489926,63.27198146626182,74.04817777363465,1796.6423939839622,6307632,not square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\5.png,Black-grass,5.png,83,83,97.87051821744811,81.45957323268979,59.56466831180142,79.63158658731311,2.5009390253142905,6889,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\136.png,Black-grass,136.png,91,91,68.46455742060138,65.84639536287888,66.13875135853158,66.81656804733728,3.544866291520222,8281,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\43.png,Black-grass,43.png,1417,1417,97.84998324110546,84.83582010758563,73.52494087073538,85.4035814064755,699.3739837470661,2007889,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\36.png,Black-grass,36.png,690,690,81.7512413358538,74.17003570678429,69.05104389834068,74.99077364699293,122.71250709282137,476100,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\143.png,Black-grass,143.png,981,981,98.88335458315538,89.3449079919074,81.80847727619884,90.01224661708721,342.1906572967932,962361,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\86.png,Black-grass,86.png,88,88,100.21461776859505,90.2684659090909,79.09943181818181,89.86083849862258,2.8676701535886533,7744,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\334.png,Black-grass,334.png,297,297,92.1127776077271,89.29035585937943,85.2252604609507,88.8761313093524,32.15647372970378,88209,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\75.png,Black-grass,75.png,297,297,81.55089616705779,66.79358115385051,46.17392783049349,64.8394683838006,29.82471031547876,88209,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\219.png,Black-grass,219.png,352,352,66.18946119576447,63.85426620609504,61.59533186983471,63.87968642389808,33.144304058671246,123904,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\133.png,Black-grass,133.png,324,324,83.9422820454199,66.807460752934,48.15337791495199,66.30104023776863,31.652350201501896,104976,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\41.png,Black-grass,41.png,117,117,86.80436847103513,69.24705968295712,49.79136532982687,68.61426449460637,4.38168594078189,13689,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\160.png,Black-grass,160.png,800,800,89.8402046875,83.7235328125,72.5703515625,82.04469635416666,210.0181386755395,640000,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\317.png,Black-grass,317.png,297,297,68.7476674715732,63.98011540772484,59.722874083143445,64.1502189874805,18.86903110881152,88209,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\13.png,Black-grass,13.png,74,74,82.70416362308254,83.29346238130022,81.88513513513513,82.62758704650597,2.5210093318625306,5476,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\8.png,Black-grass,8.png,175,175,110.51624489795918,107.6652081632653,108.54220408163265,108.90788571428571,13.371831928328406,30625,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\190.png,Black-grass,190.png,440,440,93.0754597107438,88.28717975206611,86.29876033057852,89.22046659779615,61.336617008296166,193600,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\109.png,Black-grass,109.png,170,170,91.49982698961938,74.83892733564014,55.78906574394464,74.04260668973471,11.27936991289516,28900,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\88.png,Black-grass,88.png,181,181,72.08415494032539,57.11699887060835,42.87500381551235,57.35871920881536,10.732770497278239,32761,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\256.png,Black-grass,256.png,171,171,84.53312130228105,65.5415683458158,46.09466160528026,65.3897837511257,9.166683191666284,29241,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\53.png,Black-grass,53.png,308,308,84.70401838421319,67.17418620340699,47.64034828807556,66.50618429189858,30.192367496429174,94864,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\301.png,Black-grass,301.png,1149,1150,101.40884247171454,95.47663677299731,90.2598289628032,95.71510273583836,367.40898545735416,1321350,not square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\274.png,Black-grass,274.png,178,178,87.22446660775155,70.95641333165004,50.62580482262341,69.60222825400832,10.162575709106868,31684,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\194.png,Black-grass,194.png,619,619,87.02508867029786,67.32158544319489,48.89063866103283,67.74577092484186,108.29750332155479,383161,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\291.png,Black-grass,291.png,780,780,67.08633300460224,60.62207264957265,56.74572813938199,61.48471126451896,153.10437146926557,608400,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\234.png,Black-grass,234.png,352,352,68.59358858471074,62.90044712035124,61.70402085485537,64.39935218663912,28.984552746905102,123904,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\50.png,Black-grass,50.png,435,435,78.03733121944775,68.99782269784647,59.099093671555025,68.71141586294975,68.11864446488417,189225,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\292.png,Black-grass,292.png,685,685,93.54894347061644,87.84893814268209,82.69030635622569,88.0293959898414,183.13745431422237,469225,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\21.png,Black-grass,21.png,93,93,86.22823447797433,68.85142791074112,47.929587235518554,67.66974987474468,2.694011373471852,8649,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\25.png,Black-grass,25.png,246,246,73.5410800449468,71.69188313834358,73.60912816445237,72.94736378258092,25.796705327416753,60516,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\156.png,Black-grass,156.png,212,212,85.57231221075115,69.4870283018868,50.222944108223565,68.42742820695385,13.931885203168228,44944,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\114.png,Black-grass,114.png,154,154,88.74612076235452,70.60988362287064,50.429499072356215,69.92850115252712,7.133336129314159,23716,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\107.png,Black-grass,107.png,167,167,85.25214242174334,68.86944673527196,50.65950733264011,68.26036549655181,8.93086186928144,27889,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\212.png,Black-grass,212.png,886,886,86.70195007363095,79.03714031663856,71.6978799891974,79.14565679315564,206.9922702309644,784996,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\139.png,Black-grass,139.png,1311,1311,95.66771861168857,85.44677408375182,75.66075762151041,85.59175010565026,520.8430024916178,1718721,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\215.png,Black-grass,215.png,641,641,93.9411192048306,81.57879532029955,69.30754159963591,81.60915204158869,137.0330075013307,410881,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\166.png,Black-grass,166.png,1620,1620,90.69984758420972,79.025540695016,62.71470050297211,77.48002959406595,916.481494994856,2624400,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\227.png,Black-grass,227.png,879,879,87.73885154942593,68.31140206124189,49.09072389376178,68.38032583480987,248.9138486809347,772641,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\174.png,Black-grass,174.png,288,288,103.29281201774691,92.5859977816358,82.21409625771605,92.69763535236625,37.06136219510945,82944,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\96.png,Black-grass,96.png,363,363,102.42525176634868,96.29671622308737,90.94752938855117,96.55649912599574,53.461861308744446,131769,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\251.png,Black-grass,251.png,577,577,77.57402629389449,72.66779103052002,71.80930769022825,74.01704167154759,96.70906180518584,332929,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\49-3.png,Black-grass,49-3.png,936,1040,84.4117922008547,67.36570718277449,50.07022415351742,114.21193088428666,336.02379187475384,973440,not square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\179.png,Black-grass,179.png,240,240,84.38243055555556,66.23703125,48.72449652777778,66.4479861111111,18.476382740094436,57600,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\49-2.png,Black-grass,49-2.png,936,1040,84.22949745233399,66.82809007232085,48.13185815253123,113.54736141929652,298.4634699287251,973440,not square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\89.png,Black-grass,89.png,201,201,86.8143115269424,70.74522907848815,53.9143585554813,70.49129972030396,14.516573622482746,40401,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\154.png,Black-grass,154.png,388,388,86.68909421830162,68.07191253055585,48.57746572430651,67.77949082438799,47.53880621784141,150544,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\306.png,Black-grass,306.png,478,478,91.3570009278549,81.2759274172371,72.9180949213074,81.8503410887998,76.90793460762062,228484,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\2.png,Black-grass,2.png,97,97,91.663726219577,73.21777022000212,50.77393984482942,71.88514542813617,3.1274638155836203,9409,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\27.png,Black-grass,27.png,109,109,81.46023062031816,63.99301405605589,45.34845551721236,63.60056673119547,3.3799008306249108,11881,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\273.png,Black-grass,273.png,1105,1120,89.28483597285067,79.79529250161603,73.49602941176471,80.85871929541047,375.2113274174976,1237600,not square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\245.png,Black-grass,245.png,983,983,89.98484821828666,80.8308694396811,69.69719825021294,80.17097196939356,283.4829031826345,966289,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\196.png,Black-grass,196.png,534,534,92.35655921670946,87.93455161385347,87.04475795704808,89.11195626253699,93.4465478684251,285156,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\255.png,Black-grass,255.png,545,545,84.56702297786381,72.86499116236007,64.47102095783183,73.96767836601857,111.4443344438677,297025,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\170.png,Black-grass,170.png,388,388,90.88716255712616,71.76443431820597,50.434437772345625,71.02867821589258,54.528841327649786,150544,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\253.png,Black-grass,253.png,766,766,92.45667534716304,78.2941767958061,65.03863957079263,78.59649723792059,234.01024092494222,586756,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\238.png,Black-grass,238.png,227,227,82.87135399483786,65.996720293427,47.64617982107163,65.50475136977883,17.05518966736857,51529,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\67.png,Black-grass,67.png,368,368,86.3274308837429,72.48766097589792,48.224576146030245,69.01322266855702,46.83708331734577,135424,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Black-grass\12.png,Black-grass,12.png,129,129,90.2174749113635,81.53464335076018,73.15834384952828,81.63682070388398,6.4213129726526255,16641,square
